Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
2592,Next Time I'll Aim for the Heart,3418213,815,3417398,2014.csv,2014,0.00023842867603627977,0.9997615713239637
2593,Midnight Diner,3412771,18555,3394216,2019.csv,2019,0.005436930869372718,0.9945630691306273
2594,Friends 25th: The One With The Anniversary,3403406,2884827,518579,2019.csv,2019,0.8476294041909781,0.1523705958090219
2595,Warrior King 2,3399790,2463,3397327,2013.csv,2013,0.000724456510549181,0.9992755434894508
2596,The Good Lie,3396345,2722209,674136,2014.csv,2014,0.8015113305627078,0.19848866943729215
2597,Rock the Kasbah,3394174,3020664,373510,2015.csv,2015,0.889955553250953,0.11004444674904704
2598,"All's Well, Ends Well 2012",3390232,47919,3342313,2012.csv,2012,0.014134430918002072,0.985865569081998
2599,Gauguin: Voyage to Tahiti,3389322,200140,3189182,2017.csv,2017,0.059050158114218716,0.9409498418857812
2600,Anything for Alice,3387582,1092,3386490,2014.csv,2014,0.00032235382051268427,0.9996776461794873
2601,Apartment 1303 3D,3377891,0,3377891,2012.csv,2012,0.0,1.0
2602,The Neon Demon,3377430,1333124,2044306,2016.csv,2016,0.39471550853755666,0.6052844914624433
2603,The King's Speech PG-13 Version,3375215,3344306,30909,2011.csv,2011,0.9908423611532895,0.009157638846710506
2604,The Hole in the Ground,3373474,21072,3352402,2019.csv,2019,0.006246379844634937,0.9937536201553651
2605,Patrick the Pug,3369468,6290,3363178,2018.csv,2018,0.0018667635365582935,0.9981332364634417
2606,Echo in the Canyon,3355324,3355324,0,2019.csv,2019,1.0,0.0
2607,Reality,3350996,72577,3278419,2012.csv,2012,0.021658336804937995,0.978341663195062
2608,Mistress America,3340737,2500431,840306,2015.csv,2015,0.7484668802123603,0.25153311978763965
2609,Machine Gun Preacher,3338690,538690,2800000,2011.csv,2011,0.16134771422324326,0.8386522857767568
2610,Atlas Shrugged II: The Strike,3336053,3336053,0,2012.csv,2012,1.0,0.0
2611,On Chesil Beach,3335913,745971,2589942,2018.csv,2018,0.22361824184263798,0.776381758157362
2612,The Program,3335613,13074,3322539,2015.csv,2015,0.003919519440654536,0.9960804805593455
2613,By the Sea,3334927,538460,2796467,2015.csv,2015,0.16146080558884798,0.838539194411152
2614,Raiders of the Lost Ark 2012 IMAX Release,3332854,3125613,207241,2012.csv,2012,0.9378187583374489,0.062181241662551075
2615,Last Ounce of Courage,3329674,3329674,0,2012.csv,2012,1.0,0.0
2616,Vanishing Time: A Boy Who Returned,3328517,57759,3270758,2016.csv,2016,0.017352773021739112,0.9826472269782609
2617,The Death and Life of John F. Donovan,3326364,152713,3173651,2019.csv,2019,0.04590988839465555,0.9540901116053444
2618,Obvious Child,3325417,3123963,201454,2014.csv,2014,0.9394199283879285,0.06058007161207151
2619,Flying Swords of Dragon Gate,3323381,170276,3153105,2011.csv,2011,0.051235774652379606,0.9487642253476204
2620,Breath,3322479,37108,3285371,2018.csv,2018,0.01116876886204548,0.9888312311379546
2621,Wildlife,3321367,1050616,2270751,2018.csv,2018,0.31632035845481693,0.683679641545183
2622,Chhichhore,3307350,2004400,1302950,2019.csv,2019,0.6060441138675979,0.39395588613240207
2623,The House That Jack Built,3297010,170113,3126897,2018.csv,2018,0.051596143172146884,0.9484038568278531
2624,Heist,3294317,50136,3244181,2015.csv,2015,0.015218936125454836,0.9847810638745451
2625,Wonderstruck,3285916,1060377,2225539,2017.csv,2017,0.32270362358623894,0.6772963764137611
2626,Good Time,3283369,2026499,1256870,2017.csv,2017,0.6172011126376596,0.3827988873623403
2627,Bharath Ane Nenu,3276257,2663090,613167,2018.csv,2018,0.8128452682436085,0.18715473175639152
2628,Honey Boy,3270077,3012615,257462,2019.csv,2019,0.9212672973755663,0.07873270262443362
2629,Chicken with Plums,3265941,253874,3012067,2011.csv,2011,0.077733798620367,0.922266201379633
2630,Marianne & Leonard: Words of Love,3260620,1012034,2248586,2019.csv,2019,0.3103808478142194,0.6896191521857806
2631,Your Sister's Sister,3242802,1636190,1606612,2012.csv,2012,0.5045605621311446,0.4954394378688554
2632,En Équilibre,3242445,3144,3239301,2015.csv,2015,0.0009696386523133006,0.9990303613476867
2633,The Front Runner,3242235,2000105,1242130,2018.csv,2018,0.616890817599588,0.3831091824004121
2634,Sleeping with Other People,3224947,819431,2405516,2015.csv,2015,0.25409130754706977,0.7459086924529302
2635,Love Is in the Air 2013 Re-release,3221554,8425,3213129,2013.csv,2013,0.0026151975102698885,0.9973848024897302
2636,Embrace of the Serpent,3217176,1329249,1887927,2015.csv,2015,0.41317260852374876,0.5868273914762512
2637,The Mystery of Happiness,3216374,8528,3207846,2014.csv,2014,0.0026514329490289375,0.9973485670509711
2638,6 Souls,3205167,0,3205167,2010.csv,2010,0.0,1.0
2639,Saint Laurent,3202241,429477,2772764,2014.csv,2014,0.13411763824146902,0.865882361758531
2640,I,3200113,1449232,1750881,2015.csv,2015,0.4528690080631528,0.5471309919368472
2641,Dear Zindagi,3199581,2376479,823102,2016.csv,2016,0.7427469409275778,0.2572530590724223
2642,Fill the Void,3197615,1775316,1422299,2012.csv,2012,0.5552000475354287,0.44479995246457127
2643,Victoria,3191971,0,3191971,2015.csv,2015,0.0,1.0
2644,Empire of Lust,3191168,10654,3180514,2015.csv,2015,0.003338589507039429,0.9966614104929605
2645,Thoroughbreds,3187255,3072605,114650,2018.csv,2018,0.9640286076890616,0.03597139231093841
2646,Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,3184384,2620183,564201,2017.csv,2017,0.822822561600611,0.17717743839938901
2647,Madame 2017 Re-release,3182153,90979,3091174,2017.csv,2017,0.028590391473948613,0.9714096085260514
2648,Tea With the Dames,3181152,889343,2291809,2018.csv,2018,0.2795663332025631,0.7204336667974369
2649,Pastorela,3179022,161194,3017828,2011.csv,2011,0.05070553144960935,0.9492944685503907
2650,Pilgrim's Progress,3173282,1294596,1878686,2019.csv,2019,0.4079675238443983,0.5920324761556017
2651,Rosewater,3171593,3128941,42652,2014.csv,2014,0.9865518684143899,0.013448131585610134
2652,Land of Mine,3169553,435266,2734287,2015.csv,2015,0.1373272508773319,0.8626727491226681
2653,Race 2,3164441,1579940,1584501,2013.csv,2013,0.4992793355919734,0.5007206644080265
2654,Ingrid Goes West,3146831,3024308,122523,2017.csv,2017,0.9610646393149171,0.03893536068508287
2655,The Deep Blue Sea,3115609,1126525,1989084,2011.csv,2011,0.3615745749867843,0.6384254250132158
2656,In a World...,3114953,2963902,151051,2013.csv,2013,0.9515077755587323,0.048492224441267655
2657,Come Undone,3101465,10035,3091430,2010.csv,2010,0.003235567707518866,0.9967644322924811
2658,Close Encounters of the Third Kind 2017 Re-release,3100479,3100479,0,2017.csv,2017,1.0,0.0
2659,Raw,3096815,514870,2581945,2017.csv,2017,0.16625791337228735,0.8337420866277127
2660,Aquarius,3085977,285930,2800047,2016.csv,2016,0.09265461148932737,0.9073453885106726
2661,The People Vs. Fritz Bauer,3083973,288483,2795490,2015.csv,2015,0.09354264774691608,0.9064573522530839
2662,Mumbai Diaries,3082958,576639,2506319,2011.csv,2011,0.1870408224828233,0.8129591775171767
2663,3 Hearts,3077754,161129,2916625,2014.csv,2014,0.052352787129835585,0.9476472128701644
2664,Ismael's Ghosts,3075562,102510,2973052,2017.csv,2017,0.03333049374390762,0.9666695062560924
2665,Living Is Easy with Eyes Closed,3075169,11600,3063569,2013.csv,2013,0.003772150408644208,0.9962278495913558
2666,The End of the Tour,3072991,3002884,70107,2015.csv,2015,0.9771860705091554,0.022813929490844587
2667,Jane Got a Gun,3067531,1513793,1553738,2015.csv,2015,0.49348906335420895,0.506510936645791
2668,English Vinglish,3064818,1862086,1202732,2012.csv,2012,0.6075682144910399,0.3924317855089601
2669,'71,3062178,1270847,1791331,2014.csv,2014,0.4150140847462166,0.5849859152537834
2670,Remember,3054936,547009,2507927,2015.csv,2015,0.1790574336090838,0.8209425663909162
2671,Starred Up,3025189,54915,2970274,2014.csv,2014,0.018152584846764946,0.981847415153235
2672,The Greatest Miracle,3019382,555166,2464216,2011.csv,2011,0.18386742717549484,0.8161325728245051
2673,All Is True,3019143,1200481,1818662,2019.csv,2019,0.3976231003301268,0.6023768996698732
2674,Top Gun 2013 3D Release,3018873,3018873,0,2013.csv,2013,1.0,0.0
2675,Rigor Mortis,3016904,7865,3009039,2013.csv,2013,0.0026069772190298397,0.9973930227809702
2676,The Last Full Measure,3006059,2949212,56847,2020.csv,2020,0.9810891935254764,0.01891080647452362
2677,The Second Mother,3003560,376986,2626574,2015.csv,2015,0.1255130578380322,0.8744869421619678
2678,The Imposter,3001877,898317,2103560,2012.csv,2012,0.2992517681437314,0.7007482318562686
2679,Made for More,2999134,2999134,0,2018.csv,2018,1.0,0.0
2680,The Last Word,2982004,1783421,1198583,2017.csv,2017,0.5980612366717147,0.40193876332828526
2681,Memoir of War,2980982,103636,2877346,2018.csv,2018,0.034765724851743486,0.9652342751482565
2682,Love Is Strange 2014 Re-release,2979739,2262223,717516,2014.csv,2014,0.759201728742014,0.24079827125798603
2683,Romeo & Juliet,2966268,1162635,1803633,2013.csv,2013,0.39195210951943654,0.6080478904805634
2684,The Last: Naruto the Movie,2949185,524451,2424734,2015.csv,2015,0.17782912906447035,0.8221708709355297
2685,Fearless,2942554,1288549,1654005,2010.csv,2010,0.4379015644232867,0.5620984355767132
2686,Filly Brown,2940411,2850357,90054,2013.csv,2013,0.9693736691911436,0.030626330808856312
2687,Joan Rivers: A Piece of Work,2930687,2930687,0,2010.csv,2010,1.0,0.0
2688,Kites,2924751,1643486,1281265,2010.csv,2010,0.5619233910852582,0.4380766089147418
2689,Brighton Rock,2913599,229653,2683946,2011.csv,2011,0.07882107318131287,0.9211789268186872
2690,Letters to God,2908893,2848578,60315,2010.csv,2010,0.9792653081429946,0.020734691857005397
2691,The Aeronauts,2907225,0,2907225,2019.csv,2019,0.0,1.0
2692,The East,2891812,2301839,589973,2013.csv,2013,0.7959850087073433,0.20401499129265666
2693,The Oscar Nominated Short Films 2017: Live Action,2877797,2835355,42442,2017.csv,2017,0.9852519131822015,0.014748086817798475
2694,Starbuck,2865068,340058,2525010,2011.csv,2011,0.11869107469700545,0.8813089253029945
2695,Home Run,2861020,2861020,0,2013.csv,2013,1.0,0.0
2696,The Flowers of War,2855644,311434,2544210,2012.csv,2012,0.10905911241037047,0.8909408875896295
2697,Inhumans,2852282,1521787,1330495,2017.csv,2017,0.5335331499480065,0.46646685005199345
2698,The Salt of Life,2850852,317405,2533447,2011.csv,2011,0.1113368915678541,0.8886631084321459
2699,The Oscar Nominated Short Films 2016: Live Action,2850840,2816816,34024,2016.csv,2016,0.9880652719900099,0.011934728009990039
2700,God Bless the Broken Road,2848233,2846257,1976,2018.csv,2018,0.9993062365333173,0.0006937634666826766
2701,Remember You,2845124,14814,2830310,2016.csv,2016,0.005206802937235776,0.9947931970627643
2702,Children of the Sea,2843206,0,2843206,2019.csv,2019,0.0,1.0
2703,Hold Your Breath,2842040,77987,2764053,2018.csv,2018,0.027440500485566705,0.9725594995144333
2704,The Identical,2840991,2827666,13325,2014.csv,2014,0.9953097352297139,0.0046902647702861434
2705,Personal Shopper,2840408,1305195,1535213,2016.csv,2016,0.4595096901571887,0.5404903098428113
2706,The Fluffy Movie: Unity Through Laughter,2827393,2827393,0,2014.csv,2014,1.0,0.0
2707,A Coffee in Berlin,2826333,150275,2676058,2012.csv,2012,0.05316960174190373,0.9468303982580962
2708,Everything Must Go,2820490,2711643,108847,2011.csv,2011,0.9614084786686001,0.03859152133139986
2709,Captive,2801508,2583301,218207,2015.csv,2015,0.9221108774274427,0.07788912257255735
2710,To the Wonder,2801166,587615,2213551,2013.csv,2013,0.20977514363661418,0.7902248563633858
2711,"Cinco de Mayo, La Batalla",2794852,173472,2621380,2013.csv,2013,0.06206840290648664,0.9379315970935134
2712,Saving Christmas,2783970,2783970,0,2014.csv,2014,1.0,0.0
2713,The Wonders,2772358,73378,2698980,2014.csv,2014,0.026467721701165577,0.9735322782988344
2714,Battle for Incheon: Operation Chromite,2749918,1023348,1726570,2016.csv,2016,0.37213764192241366,0.6278623580775863
2715,McQueen,2739246,1257275,1481971,2018.csv,2018,0.4589857939009494,0.5410142060990506
2716,Edie,2731170,71790,2659380,2018.csv,2018,0.02628543810894232,0.9737145618910577
2717,Lucky,2728446,955925,1772521,2017.csv,2017,0.35035511056476837,0.6496448894352316
2718,Cocktail,2724695,1227789,1496906,2012.csv,2012,0.4506152064726511,0.5493847935273489
2719,Chi-Raq,2719699,2653032,66667,2015.csv,2015,0.9754873609175133,0.0245126390824867
2720,Billionaire Boys Club,2713955,1349,2712606,2018.csv,2018,0.0004970605629054277,0.9995029394370946
2721,What Maisie Knew,2711379,1066471,1644908,2013.csv,2013,0.3933315851454186,0.6066684148545813
2722,Metallica & San Francisco Symphony - S&M2,2705442,1252385,1453057,2019.csv,2019,0.4629132688854538,0.5370867311145462
2723,The Guest,2700051,332890,2367161,2014.csv,2014,0.12329026377649904,0.876709736223501
2724,Gangsterdam,2697522,954,2696568,2017.csv,2017,0.0003536579127065507,0.9996463420872934
2725,After the Wedding,2694607,1574258,1120349,2019.csv,2019,0.5842254547694711,0.415774545230529
2726,Jiro Dreams of Sushi,2692864,2552478,140386,2012.csv,2012,0.9478674006559559,0.05213259934404411
2727,A Hijacking,2688444,414437,2274007,2012.csv,2012,0.15415496845015184,0.8458450315498481
2728,The Lodge,2679438,1666564,1012874,2020.csv,2020,0.6219826695000966,0.3780173304999033
2729,The Cup,2660645,0,2660645,2011.csv,2011,0.0,1.0
2730,Diego Maradona,2656890,0,2656890,2019.csv,2019,0.0,1.0
2731,Hillsong: Let Hope Rise,2649761,2394386,255375,2016.csv,2016,0.9036233833919362,0.0963766166080639
2732,Twelve,2648195,183920,2464275,2010.csv,2010,0.06945107894244948,0.9305489210575505
2733,Pioneer,2647820,6871,2640949,2013.csv,2013,0.0025949649145334654,0.9974050350854665
2734,Stories We Tell,2641053,1600145,1040908,2013.csv,2013,0.6058738692483642,0.39412613075163583
2735,Kinky Boots: The Musical,2635571,900451,1735120,2019.csv,2019,0.34165309908175495,0.658346900918245
2736,Beautiful Accident,2632092,51766,2580326,2017.csv,2017,0.01966724567378344,0.9803327543262166
2737,Maniac,2631275,31081,2600194,2012.csv,2012,0.011812144302666958,0.988187855697333
2738,Third Person,2624761,1021398,1603363,2014.csv,2014,0.3891394302185989,0.610860569781401
2739,The Happy Prince,2621992,466440,2155552,2018.csv,2018,0.17789527961946489,0.8221047203805351
2740,Happy End,2610794,301718,2309076,2017.csv,2017,0.11556560954253764,0.8844343904574624
2741,The Little Mermaid,2610742,147175,2463567,2018.csv,2018,0.05637286258082951,0.9436271374191705
2742,Poster Boys,2602256,97049,2505207,2017.csv,2017,0.03729417858965452,0.9627058214103454
2743,Zero,2595762,1035388,1560374,2018.csv,2018,0.39887632225142367,0.6011236777485763
2744,N-Secure,2595644,2595644,0,2010.csv,2010,1.0,0.0
2745,The Signal,2595622,600896,1994726,2014.csv,2014,0.23150366270589476,0.7684963372941053
2746,Leo Da Vinci: Mission Mona Lisa,2588859,19978,2568881,2018.csv,2018,0.007716913126593608,0.9922830868734064
2747,A Question of Faith,2587072,2587072,0,2017.csv,2017,1.0,0.0
2748,Blancanieves,2585522,279735,2305787,2012.csv,2012,0.10819285235244566,0.8918071476475543
2749,Assassination Nation,2584988,2005142,579846,2018.csv,2018,0.7756871598630245,0.2243128401369755
2750,The Gatekeepers,2573616,2415727,157889,2013.csv,2013,0.9386509098482446,0.06134909015175535
2751,Is Genesis History?,2570392,2570392,0,2017.csv,2017,1.0,0.0
2752,Maquia: When the Promised Flower Blooms 2018 Re-release,2569927,18539,2551388,2018.csv,2018,0.007213823583315791,0.9927861764166842
2753,Blood Ties,2566435,42472,2523963,2013.csv,2013,0.016549026178336874,0.9834509738216631
2754,God's Own Country,2559939,335609,2224330,2017.csv,2017,0.1311003895014686,0.8688996104985314
2755,The Only Living Boy in New York,2550321,624332,1925989,2017.csv,2017,0.2448052617690087,0.7551947382309914
2756,"1,000 Times Good Night",2549568,53895,2495673,2013.csv,2013,0.021138875291814144,0.9788611247081859
2757,Disney's Newsies: The Broadway Musical!,2545060,2545060,0,2017.csv,2017,1.0,0.0
2758,The Dinner,2544921,1323312,1221609,2017.csv,2017,0.5199815632783886,0.4800184367216114
2759,El Jeremías,2540144,650465,1889679,2016.csv,2016,0.25607406509237274,0.7439259349076273
2760,In the Name of My Daughter,2537899,277528,2260371,2014.csv,2014,0.10935344550748473,0.8906465544925153
2761,IN OUR HANDS: Battle for Jerusalem,2534370,2534370,0,2017.csv,2017,1.0,0.0
2762,Poetry,2533089,356149,2176940,2010.csv,2010,0.14059869195278965,0.8594013080472104
2763,Spirits in the Forest,2531785,704744,1827041,2019.csv,2019,0.2783585494028916,0.7216414505971084
2764,Bucky Larson: Born to Be a Star,2530394,2529395,999,2011.csv,2011,0.9996051998226363,0.00039480017736368326
2765,Coincidence,2520487,298032,2222455,2017.csv,2017,0.11824381558008433,0.8817561844199157
2766,Restless,2518012,163265,2354747,2011.csv,2011,0.06483884906029042,0.9351611509397095
2767,Birds of Passage,2517349,507259,2010090,2018.csv,2018,0.20150523427621678,0.7984947657237832
2768,LBJ,2510151,2470979,39172,2017.csv,2017,0.9843945643110713,0.015605435688928674
2769,The Rover,2510007,1114423,1395584,2014.csv,2014,0.44399198886696334,0.5560080111330367
2770,Grace Unplugged,2507201,2507201,0,2013.csv,2013,1.0,0.0
2771,I'm in Love with a Church Girl,2503392,2387730,115662,2013.csv,2013,0.953797887026882,0.046202112973118076
2772,The Queen of Versailles,2495706,2401999,93707,2012.csv,2012,0.9624527087725878,0.037547291227412204
2773,Still Life,2495025,9481,2485544,2013.csv,2013,0.0037999619242292163,0.9962000380757707
2774,Polaroid,2489778,0,2489778,2019.csv,2019,0.0,1.0
2775,"One Nation, One King",2481681,6576,2475105,2018.csv,2018,0.0026498167975658434,0.9973501832024342
2776,Cairo Time,2477315,1603616,873699,2010.csv,2010,0.6473201833436604,0.35267981665633963
2777,The Christmas Candle,2476775,2258620,218155,2013.csv,2013,0.9119197343319437,0.08808026566805624
2778,Painted Skin: The Resurrection,2455359,50425,2404934,2012.csv,2012,0.020536711739505303,0.9794632882604947
2779,Tees Maar Khan,2454414,1076443,1377971,2010.csv,2010,0.43857433994427997,0.56142566005572
2780,Piku,2452343,1801807,650536,2015.csv,2015,0.7347287879387182,0.2652712120612818
2781,Footnote,2451259,2007758,443501,2011.csv,2011,0.819072158429607,0.18092784157039302
2782,The Tree,2450045,71158,2378887,2010.csv,2010,0.029043548179727312,0.9709564518202727
2783,Love at First Fight,2446362,25229,2421133,2014.csv,2014,0.010312864571964411,0.9896871354280355
2784,Lean on Pete,2443584,1163056,1280528,2018.csv,2018,0.47596317540137767,0.5240368245986223
2785,The Informer,2441411,0,2441411,2019.csv,2019,0.0,1.0
2786,Coriolanus,2435325,757195,1678130,2012.csv,2012,0.31092154024616836,0.6890784597538316
2787,The Unknown Girl,2432640,150549,2282091,2016.csv,2016,0.061887085635359114,0.9381129143646408
2788,Joe,2431443,373375,2058068,2014.csv,2014,0.15356107463757118,0.8464389253624288
2789,The Grace Card,2430735,2430735,0,2011.csv,2011,1.0,0.0
2790,The Breadwinner 2018 Re-release,2426907,834,2426073,2018.csv,2018,0.0003436472843829615,0.999656352715617
2791,Life of Riley,2423379,11616,2411763,2014.csv,2014,0.004793307196274293,0.9952066928037258
2792,After.Life,2422634,108595,2314039,2010.csv,2010,0.044825177884897184,0.9551748221151029
2793,Hearts Beat Loud,2417165,2386251,30914,2018.csv,2018,0.9872106372548005,0.012789362745199439
2794,The Art of Self-Defense,2414269,2410914,3355,2019.csv,2019,0.9986103454089001,0.0013896545910998318
2795,The Oscar Nominated Short Films 2015: Live Action,2412593,2412593,0,2015.csv,2015,1.0,0.0
2796,Beloved Sisters,2407680,54030,2353650,2014.csv,2014,0.022440689792663476,0.9775593102073366
2797,Sound! Euphonium the Movie - Our Promise: A Brand New Day,2403030,90341,2312689,2019.csv,2019,0.037594620125424985,0.962405379874575
2798,The Stroller Strategy,2401291,3462,2397829,2013.csv,2013,0.0014417244723775669,0.9985582755276224
2799,The Man Who Killed Don Quixote,2390383,391963,1998420,2018.csv,2018,0.1639749780683681,0.8360250219316319
2800,Twilight/The Twilight Saga: New Moon,2385237,2385237,0,2010.csv,2010,1.0,0.0
2801,Finding Vivian Maier,2384584,1514782,869802,2014.csv,2014,0.6352395218620942,0.3647604781379058
2802,Laggies,2379154,1066981,1312173,2014.csv,2014,0.44847075893363775,0.5515292410663623
2803,I Wish,2371548,145808,2225740,2011.csv,2011,0.06148220487209198,0.938517795127908
2804,Lore,2362019,970325,1391694,2012.csv,2012,0.4108032153848043,0.5891967846151958
2805,Cake,2360281,1951776,408505,2015.csv,2015,0.8269252686438606,0.17307473135613938
2806,Desi Boyz,2355293,1078826,1276467,2011.csv,2011,0.4580432243461854,0.5419567756538146
2807,Chico & Rita,2347919,350524,1997395,2010.csv,2010,0.14929135119226855,0.8507086488077314
2808,Memories of the Sword,2345062,111071,2233991,2015.csv,2015,0.047363779720962604,0.9526362202790374
2809,Terraferma,2343302,19996,2323306,2011.csv,2011,0.008533257770445295,0.9914667422295547
2810,1991,2342264,2342264,0,2018.csv,2018,1.0,0.0
2811,Housefull,2340550,1183658,1156892,2010.csv,2010,0.5057178868214736,0.49428211317852644
2812,Ong-bak 3,2340516,14890,2325626,2010.csv,2010,0.00636184499486438,0.9936381550051356
2813,Meru,2334228,2334228,0,2015.csv,2015,1.0,0.0
2814,Jem and the Holograms,2333684,2184640,149044,2015.csv,2015,0.9361335982078122,0.0638664017921878
2815,Ready,2332914,955148,1377766,2011.csv,2011,0.40942272196917673,0.5905772780308233
2816,Bhaag Milkha Bhaag,2325917,1636731,689186,2013.csv,2013,0.7036927800949045,0.2963072199050955
2817,The Oranges,2316971,366377,1950594,2012.csv,2012,0.158127572593701,0.841872427406299
2818,Austenland,2313509,2159041,154468,2013.csv,2013,0.9332321594599373,0.06676784054006274
2819,A Aa,2313043,2313043,0,2016.csv,2016,1.0,0.0
2820,WARx2,2310625,2310625,0,2015.csv,2015,1.0,0.0
2821,The Resurrection of Gavin Stone,2308355,2303792,4563,2017.csv,2017,0.9980232676516394,0.001976732348360629
2822,Blackfish,2303417,2073582,229835,2013.csv,2013,0.900219977537719,0.09978002246228104
2823,Piranhas,2298525,23494,2275031,2019.csv,2019,0.010221337596937167,0.9897786624030628
2824,The Remaining,2297261,1169603,1127658,2014.csv,2014,0.509129350126085,0.49087064987391504
2825,3 from Hell,2295825,2172949,122876,2019.csv,2019,0.9464784990145155,0.05352150098548452
2826,Ek Main Aur Ekk Tu,2293823,1155545,1138278,2012.csv,2012,0.5037638039203548,0.4962361960796452
2827,Going Away,2290889,19501,2271388,2014.csv,2014,0.008512415922377732,0.9914875840776223
2828,American Honey,2290649,663246,1627403,2016.csv,2016,0.28954501540829697,0.7104549845917031
2829,RV: Resurrected Victims,2269892,20374,2249518,2017.csv,2017,0.008975757436917704,0.9910242425630823
2830,The House That Jack Built 2018 Re-release,2268855,87993,2180862,2018.csv,2018,0.03878299847279795,0.961217001527202
2831,Luce,2268204,2010613,257591,2019.csv,2019,0.8864339362773366,0.1135660637226634
2832,Sleepwalk with Me,2266067,2266067,0,2012.csv,2012,1.0,0.0
2833,Puzzle,2260946,2032018,228928,2018.csv,2018,0.8987468077521533,0.1012531922478467
2834,Shadow Dancer,2253819,100616,2153203,2012.csv,2012,0.04464244910527421,0.9553575508947258
2835,An Interview with God,2251795,1201434,1050361,2018.csv,2018,0.5335450163092111,0.4664549836907889
2836,Marius,2249781,9781,2240000,2013.csv,2013,0.0043475342711135,0.9956524657288865
2837,My All-American,2246000,2246000,0,2015.csv,2015,1.0,0.0
2838,No culpes al karma de lo que te pasa por gilipollas,2242471,5614,2236857,2016.csv,2016,0.0025034883394255713,0.9974965116605744
2839,At War,2235052,4605,2230447,2018.csv,2018,0.002060354747898483,0.9979396452521015
2840,Elena,2227905,233380,1994525,2011.csv,2011,0.10475312008366605,0.895246879916334
2841,Heal the Living,2223529,3176,2220353,2016.csv,2016,0.0014283600528709093,0.998571639947129
2842,The Lovers,2216083,2194521,21562,2017.csv,2017,0.9902702200233475,0.0097297799766525
2843,Bill Cunningham: New York,2210382,1510026,700356,2011.csv,2011,0.6831516000401741,0.31684839995982594
2844,Goodnight Mommy,2193474,1178196,1015278,2015.csv,2015,0.5371369799687619,0.46286302003123814
2845,3 Faces,2191516,72324,2119192,2018.csv,2018,0.033001812443988546,0.9669981875560114
2846,What Will People Say,2191131,44156,2146975,2017.csv,2017,0.020152149734543486,0.9798478502654565
2847,Maria By Callas 2018 Re-release,2185562,1267301,918261,2018.csv,2018,0.5798513151308451,0.4201486848691549
2848,Anchorman 2: The Legend Continues R-Rated Extended Cut,2185255,2184339,916,2014.csv,2014,0.9995808269515457,0.0004191730484542994
2849,Border,2177678,771930,1405748,2018.csv,2018,0.35447389375288724,0.6455261062471127
2850,Gone with the Wind 2019 Re-release,2176120,2176120,0,2019.csv,2019,1.0,0.0
2851,Veere Di Wedding,2176099,0,2176099,2018.csv,2018,0.0,1.0
2852,The Oscar Nominated Short Films 2014: Live Action,2171849,2171849,0,2014.csv,2014,1.0,0.0
2853,Henry's Crime,2169799,102541,2067258,2011.csv,2011,0.04725829443188056,0.9527417055681194
2854,The Reluctant Fundamentalist,2167020,552959,1614061,2013.csv,2013,0.25517023377726095,0.7448297662227391
2855,The Benefactor,2159380,0,2159380,2015.csv,2015,0.0,1.0
2856,The Saratov Approach,2146999,2146999,0,2013.csv,2013,1.0,0.0
2857,The Oscar Nominated Short Films 2013: Live Action,2142342,2142342,0,2013.csv,2013,1.0,0.0
2858,Let Yourself Go,2140190,12189,2128001,2017.csv,2017,0.0056952887360468,0.9943047112639533
2859,The Attack,2139516,1720325,419191,2013.csv,2013,0.80407204246194,0.19592795753806
2860,High Life,2133033,1225852,907181,2018.csv,2018,0.5746990318480774,0.42530096815192264
2861,My Scientology Movie,2130866,22936,2107930,2016.csv,2016,0.010763698890498042,0.989236301109502
2862,Mountain,2129889,365412,1764477,2017.csv,2017,0.17156387022985706,0.8284361297701429
2863,Heleno,2126384,0,2126384,2012.csv,2012,0.0,1.0
2864,Sightseers,2122909,61782,2061127,2012.csv,2012,0.029102519231865333,0.9708974807681346
2865,Let There Be Victory,2122804,1264515,858289,2014.csv,2014,0.595681466588531,0.404318533411469
2866,Abracadabra,2114260,13975,2100285,2017.csv,2017,0.006609877687701608,0.9933901223122984
2867,"20,000 Days on Earth",2105558,279558,1826000,2014.csv,2014,0.13277145535767715,0.8672285446423228
2868,The Eye of the Storm,2104689,83566,2021123,2011.csv,2011,0.03970467845843258,0.9602953215415674
2869,Once Upon a Time in Anatolia,2099472,152408,1947064,2011.csv,2011,0.07259349017276724,0.9274065098272327
2870,Indian Horse,2097362,2097362,0,2018.csv,2018,1.0,0.0
2871,Mary Shelley,2096600,108900,1987700,2018.csv,2018,0.051941238195173135,0.9480587618048268
2872,The Captive,2090612,1075178,1015434,2014.csv,2014,0.5142886389248699,0.48571136107513013
2873,"The Butcher, the Chef, and the Swordsman",2089266,47896,2041370,2011.csv,2011,0.022924797512619263,0.9770752024873808
2874,Girl Most Likely,2085617,1378591,707026,2013.csv,2013,0.6609991192054917,0.3390008807945083
2875,Equals,2084628,33258,2051370,2016.csv,2016,0.01595392559247981,0.9840460744075202
2876,High Strung,2084451,53447,2031004,2016.csv,2016,0.02564080422135133,0.9743591957786487
2877,I'm Not Ashamed,2082980,2082980,0,2016.csv,2016,1.0,0.0
